Score Age Subject Sex ID Score Subject Score Subject
88 18 Maths 1 499 84 Physics 82 "Data Structue"
53 18 Maths 2 500 49 Physics 47 "Data Structue"
53 20 Maths 1 501 49 Physics 47 "Data Structue"
65 18 Maths 1 502 61 Physics 59 "Data Structue"
91 18 Maths 1 503 87 Physics 85 "Data Structue"
91 18 Maths 1 504 87 Physics 85 "Data Structue"
45 19 Maths 2 505 41 Physics 39 "Data Structue"
66 21 Maths 1 506 62 Physics 60 "Data Structue"
66 21 Maths 1 507 62 Physics 60 "Data Structue"
53 18 Maths 1 508 49 Physics 47 "Data Structue"
65 19 Maths 1 509 61 Physics 59 "Data Structue"
53 18 Maths 2 510 49 Physics 47 "Data Structue"
91 18 Maths 1 511 87 Physics 85 "Data Structue"
82 20 Maths 1 512 78 Physics 76 "Data Structue"
45 19 Maths 1 513 41 Physics 39 "Data Structue"
65 19 Maths 1 514 61 Physics 59 "Data Structue"
65 18 Maths 2 515 61 Physics 59 "Data Structue"
53 18 Maths 1 516 49 Physics 47 "Data Structue"
82 18 Maths 1 517 78 Physics 76 "Data Structue"
88 19 Maths 1 518 84 Physics 82 "Data Structue"
95 20 Maths 1 519 91 Physics 89 "Data Structue"
64 19 Maths 2 520 60 Physics 58 "Data Structue"
82 20 Maths 1 521 78 Physics 76 "Data Structue"
45 19 Maths 1 522 41 Physics 39 "Data Structue"
53 18 Maths 1 523 49 Physics 47 "Data Structue"
45 21 Maths 1 524 41 Physics 39 "Data Structue"
85 19 Maths 2 525 81 Physics 79 "Data Structue"
91 18 Maths 1 526 87 Physics 85 "Data Structue"
75 20 Maths 1 527 71 Physics 69 "Data Structue"
88 18 Maths 1 528 84 Physics 82 "Data Structue"
45 19 Maths 1 529 41 Physics 39 "Data Structue"
88 19 Maths 2 530 84 Physics 82 "Data Structue"
45 18 Maths 1 531 41 Physics 39 "Data Structue"
65 21 Maths 1 532 61 Physics 59 "Data Structue"
45 21 Maths 1 533 41 Physics 39 "Data Structue"
88 21 Maths 1 534 84 Physics 82 "Data Structue"
95 20 Maths 2 535 91 Physics 89 "Data Structue"
95 20 Maths 1 536 91 Physics 89 "Data Structue"
82 18 Maths 1 537 78 Physics 76 "Data Structue"
65 19 Maths 1 538 61 Physics 59 "Data Structue"
91 18 Maths 1 539 87 Physics 85 "Data Structue"
65 18 Maths 2 540 61 Physics 59 "Data Structue"
66 21 Maths 1 541 62 Physics 60 "Data Structue"
95 18 Maths 1 542 91 Physics 89 "Data Structue"
82 18 Maths 1 543 78 Physics 76 "Data Structue"
75 20 Maths 1 544 71 Physics 69 "Data Structue"
82 20 Maths 2 545 78 Physics 76 "Data Structue"
85 19 Maths 1 546 81 Physics 79 "Data Structue"
65 19 Maths 1 547 61 Physics 59 "Data Structue"
88 18 Maths 1 548 84 Physics 82 "Data Structue"
85 19 Maths 1 549 81 Physics 79 "Data Structue"
82 20 Maths 2 550 78 Physics 76 "Data Structue"
82 18 Maths 1 551 78 Physics 76 "Data Structue"
91 18 Maths 1 552 87 Physics 85 "Data Structue"
85 19 Maths 1 553 81 Physics 79 "Data Structue"
65 21 Maths 1 554 61 Physics 59 "Data Structue"
66 19 Maths 2 555 62 Physics 60 "Data Structue"
82 18 Maths 1 556 78 Physics 76 "Data Structue"
66 19 Maths 1 557 62 Physics 60 "Data Structue"
65 19 Maths 1 558 61 Physics 59 "Data Structue"
91 18 Maths 1 559 87 Physics 85 "Data Structue"
95 20 Maths 2 560 91 Physics 89 "Data Structue"
66 18 Maths 1 561 62 Physics 60 "Data Structue"
53 20 Maths 1 562 49 Physics 47 "Data Structue"
65 19 Maths 1 563 61 Physics 59 "Data Structue"
45 18 Maths 1 564 41 Physics 39 "Data Structue"
0 21 Maths 2 565 61 Physics 59 "Data Structue"
65 18 Maths 1 566 61 Physics 59 "Data Structue"
66 21 Maths 1 567 62 Physics 60 "Data Structue"
53 18 Maths 1 568 49 Physics 47 "Data Structue"
95 20 Maths 1 569 91 Physics 89 "Data Structue"
65 19 Maths 2 570 61 Physics 59 "Data Structue"
45 19 Maths 1 571 41 Physics 39 "Data Structue"
82 20 Maths 1 572 78 Physics 76 "Data Structue"
53 18 Maths 1 573 49 Physics 47 "Data Structue"
85 18 Maths 1 574 81 Physics 79 "Data Structue"
75 20 Maths 2 575 71 Physics 69 "Data Structue"
85 21 Maths 1 576 81 Physics 79 "Data Structue"
75 18 Maths 1 577 71 Physics 69 "Data Structue"
85 19 Maths 1 578 81 Physics 79 "Data Structue"
82 18 Maths 1 579 78 Physics 76 "Data Structue"
65 21 Maths 2 580 61 Physics 59 "Data Structue"
95 18 Maths 1 581 91 Physics 89 "Data Structue"
91 20 Maths 1 582 87 Physics 85 "Data Structue"
45 21 Maths 1 583 41 Physics 39 "Data Structue"
95 18 Maths 1 584 91 Physics 89 "Data Structue"
91 18 Maths 2 585 87 Physics 85 "Data Structue"
53 20 Maths 1 586 49 Physics 47 "Data Structue"
85 19 Maths 1 587 81 Physics 79 "Data Structue"
45 18 Maths 1 588 41 Physics 39 "Data Structue"
88 19 Maths 1 589 84 Physics 82 "Data Structue"
82 20 Maths 2 590 78 Physics 76 "Data Structue"
65 19 Maths 1 591 61 Physics 59 "Data Structue"
88 19 Maths 1 592 84 Physics 82 "Data Structue"
91 20 Maths 1 593 87 Physics 85 "Data Structue"
88 19 Maths 1 594 84 Physics 82 "Data Structue"
45 19 Maths 2 595 41 Physics 39 "Data Structue"
75 18 Maths 1 596 71 Physics 69 "Data Structue"
53 20 Maths 1 597 49 Physics 47 "Data Structue"
75 20 Maths 1 598 71 Physics 69 "Data Structue"
88 19 Maths 1 599 69 Physics 0 "Data Structue"
Score,Age,Subject,Sex,ID,Score,Subject,Score,Subject
88,18,Maths,1,1,84,Physics,82,Data Structue
85,19,Maths,1,2,81,Physics,79,Data Structue
45,19,Maths,1,3,41,Physics,39,Data Structue
82,18,Maths,1,4,78,Physics,76,Data Structue
82,18,Maths,2,5,78,Physics,76,Data Structue
95,20,Maths,1,6,91,Physics,89,Data Structue
95,18,Maths,1,7,91,Physics,89,Data Structue
65,19,Maths,1,8,61,Physics,59,Data Structue
88,18,Maths,1,9,84,Physics,82,Data Structue
88,19,Maths,2,10,84,Physics,82,Data Structue
53,20,Maths,1,11,49,Physics,47,Data Structue
53,20,Maths,1,12,49,Physics,47,Data Structue
66,19,Maths,1,13,62,Physics,60,Data Structue
88,18,Maths,1,14,84,Physics,82,Data Structue
88,21,Maths,2,15,84,Physics,82,Data Structue
82,20,Maths,1,16,78,Physics,76,Data Structue
31,18,Maths,1,17,0,Physics,25,Data Structue
95,18,Maths,1,18,91,Physics,89,Data Structue
91,18,Maths,1,19,87,Physics,85,Data Structue
66,18,Maths,2,20,62,Physics,60,Data Structue
82,18,Maths,1,21,78,Physics,76,Data Structue
66,18,Maths,1,22,62,Physics,60,Data Structue
75,18,Maths,1,23,71,Physics,69,Data Structue
65,19,Maths,1,24,61,Physics,59,Data Structue
91,20,Maths,2,25,87,Physics,85,Data Structue
91,18,Maths,1,26,87,Physics,85,Data Structue
53,20,Maths,1,27,49,Physics,47,Data Structue
91,20,Maths,1,28,87,Physics,85,Data Structue
88,21,Maths,1,29,84,Physics,82,Data Structue
85,19,Maths,2,30,81,Physics,79,Data Structue
75,20,Maths,1,31,71,Physics,69,Data Structue
66,21,Maths,1,32,62,Physics,60,Data Structue
45,19,Maths,1,33,41,Physics,39,Data Structue
66,18,Maths,1,34,94,Physics,0,Data Structue
53,20,Maths,2,35,49,Physics,47,Data Structue
65,19,Maths,1,36,61,Physics,59,Data Structue
53,18,Maths,1,37,49,Physics,47,Data Structue
75,20,Maths,1,38,71,Physics,69,Data Structue
45,18,Maths,1,39,41,Physics,39,Data Structue
66,19,Maths,2,40,62,Physics,60,Data Structue
75,20,Maths,1,41,71,Physics,69,Data Structue
95,20,Maths,1,42,91,Physics,89,Data Structue
65,21,Maths,1,43,61,Physics,59,Data Structue
85,18,Maths,1,44,81,Physics,79,Data Structue
82,20,Maths,2,45,78,Physics,76,Data Structue
65,21,Maths,1,46,61,Physics,59,Data Structue
85,21,Maths,1,47,81,Physics,79,Data Structue
82,18,Maths,1,48,78,Physics,76,Data Structue
65,18,Maths,1,49,61,Physics,59,Data Structue
66,19,Maths,2,50,62,Physics,60,Data Structue
82,18,Maths,1,51,78,Physics,76,Data Structue
88,19,Maths,1,52,84,Physics,82,Data Structue
0,19,Maths,1,53,41,Physics,39,Data Structue
95,20,Maths,1,54,91,Physics,89,Data Structue
88,21,Maths,2,55,84,Physics,82,Data Structue
91,18,Maths,1,56,87,Physics,85,Data Structue
53,20,Maths,1,57,49,Physics,47,Data Structue
75,20,Maths,1,58,71,Physics,69,Data Structue
75,20,Maths,1,59,71,Physics,69,Data Structue
95,18,Maths,2,60,91,Physics,89,Data Structue
88,19,Maths,1,61,84,Physics,82,Data Structue
53,18,Maths,1,62,49,Physics,47,Data Structue
82,20,Maths,1,63,78,Physics,76,Data Structue
82,18,Maths,1,64,78,Physics,76,Data Structue
85,21,Maths,2,65,81,Physics,79,Data Structue
45,21,Maths,1,66,0,Physics,39,Data Structue
75,20,Maths,1,67,71,Physics,69,Data Structue
66,21,Maths,1,68,62,Physics,60,Data Structue
45,19,Maths,1,69,41,Physics,39,Data Structue
75,20,Maths,2,70,71,Physics,69,Data Structue
53,20,Maths,1,71,49,Physics,47,Data Structue
65,21,Maths,1,72,61,Physics,59,Data Structue
53,20,Maths,1,73,49,Physics,47,Data Structue
85,19,Maths,1,74,81,Physics,79,Data Structue
82,18,Maths,2,75,78,Physics,76,Data Structue
95,20,Maths,1,76,91,Physics,89,Data Structue
66,19,Maths,1,77,62,Physics,60,Data Structue
53,20,Maths,1,78,49,Physics,47,Data Structue
65,18,Maths,1,79,61,Physics,59,Data Structue
85,19,Maths,2,80,81,Physics,79,Data Structue
88,19,Maths,1,81,84,Physics,82,Data Structue
95,18,Maths,1,82,91,Physics,89,Data Structue
53,20,Maths,1,83,49,Physics,47,Data Structue
45,19,Maths,1,84,41,Physics,39,Data Structue
45,21,Maths,2,85,41,Physics,39,Data Structue
85,18,Maths,1,86,81,Physics,79,Data Structue
45,19,Maths,1,87,90,Physics,0,Data Structue
85,21,Maths,1,88,81,Physics,79,Data Structue
45,18,Maths,1,89,41,Physics,39,Data Structue
45,21,Maths,2,90,41,Physics,39,Data Structue
85,19,Maths,1,91,0,Physics,79,Data Structue
88,19,Maths,1,92,84,Physics,82,Data Structue
85,19,Maths,1,93,81,Physics,79,Data Structue
91,18,Maths,1,94,87,Physics,85,Data Structue
65,19,Maths,2,95,61,Physics,59,Data Structue
75,18,Maths,1,96,71,Physics,69,Data Structue
88,19,Maths,1,97,84,Physics,82,Data Structue
95,18,Maths,1,98,91,Physics,89,Data Structue
65,21,Maths,1,99,61,Physics,59,Data Structue
65,19,Maths,2,100,61,Physics,59,Data Structue
45,18,Maths,1,101,41,Physics,39,Data Structue
53,20,Maths,1,102,49,Physics,47,Data Structue
95,18,Maths,1,103,91,Physics,89,Data Structue
66,21,Maths,1,104,62,Physics,60,Data Structue
82,18,Maths,2,105,78,Physics,76,Data Structue
65,19,Maths,1,106,61,Physics,59,Data Structue
45,21,Maths,1,107,0,Physics,39,Data Structue
85,21,Maths,1,108,81,Physics,79,Data Structue
45,19,Maths,1,109,0,Physics,39,Data Structue
85,21,Maths,2,110,81,Physics,79,Data Structue
65,21,Maths,1,111,61,Physics,59,Data Structue
85,18,Maths,1,112,81,Physics,79,Data Structue
88,19,Maths,1,113,84,Physics,82,Data Structue
45,19,Maths,1,114,41,Physics,39,Data Structue
95,20,Maths,2,115,91,Physics,89,Data Structue
88,21,Maths,1,116,84,Physics,82,Data Structue
75,18,Maths,1,117,71,Physics,69,Data Structue
53,20,Maths,1,118,49,Physics,47,Data Structue
82,20,Maths,1,119,78,Physics,76,Data Structue
85,21,Maths,2,120,81,Physics,79,Data Structue
91,18,Maths,1,121,87,Physics,85,Data Structue
88,18,Maths,1,122,0,Physics,82,Data Structue
85,21,Maths,1,123,81,Physics,79,Data Structue
45,19,Maths,1,124,41,Physics,39,Data Structue
53,18,Maths,2,125,49,Physics,47,Data Structue
95,20,Maths,1,126,91,Physics,89,Data Structue
45,21,Maths,1,127,41,Physics,39,Data Structue
75,20,Maths,1,128,71,Physics,69,Data Structue
66,21,Maths,1,129,62,Physics,60,Data Structue
75,18,Maths,2,130,71,Physics,69,Data Structue
66,18,Maths,1,131,62,Physics,60,Data Structue
75,20,Maths,1,132,71,Physics,69,Data Structue
53,18,Maths,1,133,49,Physics,47,Data Structue
85,18,Maths,1,134,81,Physics,79,Data Structue
85,18,Maths,2,135,81,Physics,79,Data Structue
65,21,Maths,1,136,61,Physics,59,Data Structue
65,21,Maths,1,137,61,Physics,59,Data Structue
91,20,Maths,1,138,87,Physics,85,Data Structue
85,21,Maths,1,139,81,Physics,79,Data Structue
45,21,Maths,2,140,88,Physics,0,Data Structue
82,18,Maths,1,141,78,Physics,76,Data Structue
95,20,Maths,1,142,91,Physics,89,Data Structue
85,18,Maths,1,143,81,Physics,79,Data Structue
66,18,Maths,1,144,62,Physics,60,Data Structue
88,21,Maths,2,145,84,Physics,82,Data Structue
82,20,Maths,1,146,78,Physics,76,Data Structue
53,18,Maths,1,147,49,Physics,47,Data Structue
88,19,Maths,1,148,84,Physics,82,Data Structue
45,18,Maths,1,149,41,Physics,39,Data Structue
65,21,Maths,2,150,61,Physics,59,Data Structue
95,18,Maths,1,151,91,Physics,89,Data Structue
31,18,Maths,1,152,27,Physics,25,Data Structue
66,18,Maths,1,153,62,Physics,60,Data Structue
45,19,Maths,1,154,41,Physics,39,Data Structue
53,18,Maths,2,155,49,Physics,47,Data Structue
45,19,Maths,1,156,41,Physics,39,Data Structue
53,18,Maths,1,157,49,Physics,47,Data Structue
91,18,Maths,1,158,87,Physics,85,Data Structue
85,19,Maths,1,159,81,Physics,79,Data Structue
53,18,Maths,2,160,49,Physics,47,Data Structue
88,18,Maths,1,161,84,Physics,82,Data Structue
88,18,Maths,1,162,81,Physics,0,Data Structue
82,18,Maths,1,163,78,Physics,76,Data Structue
85,19,Maths,1,164,81,Physics,79,Data Structue
45,18,Maths,2,165,41,Physics,39,Data Structue
82,20,Maths,1,166,78,Physics,76,Data Structue
91,18,Maths,1,167,87,Physics,85,Data Structue
65,19,Maths,1,168,61,Physics,59,Data Structue
65,19,Maths,1,169,61,Physics,59,Data Structue
75,18,Maths,2,170,71,Physics,69,Data Structue
88,18,Maths,1,171,84,Physics,82,Data Structue
65,18,Maths,1,172,61,Physics,59,Data Structue
53,20,Maths,1,173,49,Physics,47,Data Structue
88,19,Maths,1,174,84,Physics,82,Data Structue
45,19,Maths,2,175,41,Physics,39,Data Structue
95,18,Maths,1,176,91,Physics,89,Data Structue
75,18,Maths,1,177,71,Physics,69,Data Structue
53,20,Maths,1,178,49,Physics,47,Data Structue
53,18,Maths,1,179,49,Physics,47,Data Structue
95,18,Maths,2,180,91,Physics,89,Data Structue
95,20,Maths,1,181,91,Physics,89,Data Structue
85,19,Maths,1,182,81,Physics,79,Data Structue
88,19,Maths,1,183,84,Physics,82,Data Structue
88,19,Maths,1,184,84,Physics,82,Data Structue
95,20,Maths,2,185,91,Physics,89,Data Structue
75,20,Maths,1,186,71,Physics,69,Data Structue
75,20,Maths,1,187,71,Physics,69,Data Structue
95,20,Maths,1,188,91,Physics,89,Data Structue
91,20,Maths,1,189,87,Physics,85,Data Structue
82,18,Maths,2,190,78,Physics,76,Data Structue
85,19,Maths,1,191,81,Physics,79,Data Structue
91,18,Maths,1,192,87,Physics,85,Data Structue
85,19,Maths,1,193,81,Physics,79,Data Structue
85,21,Maths,1,194,81,Physics,79,Data Structue
91,20,Maths,2,195,87,Physics,85,Data Structue
91,18,Maths,1,196,87,Physics,85,Data Structue
85,21,Maths,1,197,81,Physics,79,Data Structue
95,20,Maths,1,198,91,Physics,89,Data Structue
88,21,Maths,1,199,84,Physics,82,Data Structue
53,18,Maths,2,200,49,Physics,47,Data Structue
66,18,Maths,1,201,62,Physics,60,Data Structue
91,20,Maths,1,202,87,Physics,85,Data Structue
45,19,Maths,1,203,41,Physics,39,Data Structue
85,19,Maths,1,204,81,Physics,79,Data Structue
82,18,Maths,2,205,78,Physics,76,Data Structue
66,19,Maths,1,206,62,Physics,60,Data Structue
75,20,Maths,1,207,71,Physics,69,Data Structue
75,18,Maths,1,208,71,Physics,69,Data Structue
95,18,Maths,1,209,91,Physics,89,Data Structue
66,19,Maths,2,210,62,Physics,60,Data Structue
66,21,Maths,1,211,62,Physics,60,Data Structue
88,19,Maths,1,212,84,Physics,82,Data Structue
88,19,Maths,1,213,84,Physics,82,Data Structue
75,18,Maths,1,214,71,Physics,69,Data Structue
66,19,Maths,2,215,62,Physics,60,Data Structue
88,19,Maths,1,216,69,Physics,0,Data Structue
82,20,Maths,1,217,78,Physics,76,Data Structue
82,18,Maths,1,218,78,Physics,76,Data Structue
45,19,Maths,1,219,41,Physics,39,Data Structue
95,18,Maths,2,220,91,Physics,89,Data Structue
66,19,Maths,1,221,62,Physics,60,Data Structue
85,21,Maths,1,222,81,Physics,79,Data Structue
82,18,Maths,1,223,78,Physics,76,Data Structue
91,18,Maths,1,224,87,Physics,85,Data Structue
85,21,Maths,2,225,81,Physics,79,Data Structue
95,20,Maths,1,226,91,Physics,89,Data Structue
53,20,Maths,1,227,49,Physics,47,Data Structue
91,20,Maths,1,228,87,Physics,85,Data Structue
45,19,Maths,1,229,41,Physics,39,Data Structue
65,18,Maths,2,230,61,Physics,59,Data Structue
75,20,Maths,1,231,71,Physics,69,Data Structue
91,18,Maths,1,232,87,Physics,85,Data Structue
53,20,Maths,1,233,49,Physics,47,Data Structue
53,18,Maths,1,234,49,Physics,47,Data Structue
53,18,Maths,2,235,49,Physics,47,Data Structue
95,18,Maths,1,236,91,Physics,89,Data Structue
75,20,Maths,1,237,71,Physics,69,Data Structue
95,20,Maths,1,238,91,Physics,89,Data Structue
82,18,Maths,1,239,78,Physics,76,Data Structue
53,18,Maths,2,240,49,Physics,47,Data Structue
95,18,Maths,1,241,91,Physics,89,Data Structue
75,20,Maths,1,242,71,Physics,69,Data Structue
66,18,Maths,1,243,62,Physics,60,Data Structue
91,20,Maths,1,244,87,Physics,85,Data Structue
91,20,Maths,2,245,87,Physics,85,Data Structue
85,18,Maths,1,246,81,Physics,79,Data Structue
75,20,Maths,1,247,71,Physics,69,Data Structue
66,18,Maths,1,248,62,Physics,60,Data Structue
75,20,Maths,1,249,71,Physics,69,Data Structue
88,19,Maths,2,250,84,Physics,82,Data Structue
88,18,Maths,1,251,84,Physics,82,Data Structue
82,20,Maths,1,252,78,Physics,76,Data Structue
65,18,Maths,1,253,61,Physics,59,Data Structue
45,19,Maths,1,254,41,Physics,39,Data Structue
85,18,Maths,2,255,81,Physics,79,Data Structue
65,19,Maths,1,256,61,Physics,59,Data Structue
75,20,Maths,1,257,71,Physics,69,Data Structue
75,18,Maths,1,258,71,Physics,69,Data Structue
53,20,Maths,1,259,49,Physics,47,Data Structue
45,18,Maths,2,260,41,Physics,39,Data Structue
91,18,Maths,1,261,87,Physics,85,Data Structue
95,18,Maths,1,262,91,Physics,89,Data Structue
95,18,Maths,1,263,91,Physics,89,Data Structue
82,20,Maths,1,264,78,Physics,76,Data Structue
53,18,Maths,2,265,49,Physics,47,Data Structue
66,21,Maths,1,266,62,Physics,60,Data Structue
45,19,Maths,1,267,41,Physics,39,Data Structue
82,20,Maths,1,268,78,Physics,76,Data Structue
65,19,Maths,1,269,61,Physics,59,Data Structue
65,19,Maths,2,270,61,Physics,59,Data Structue
88,21,Maths,1,271,84,Physics,82,Data Structue
82,20,Maths,1,272,78,Physics,76,Data Structue
95,18,Maths,1,273,91,Physics,89,Data Structue
53,20,Maths,1,274,49,Physics,47,Data Structue
91,18,Maths,2,275,87,Physics,85,Data Structue
65,19,Maths,1,276,61,Physics,59,Data Structue
65,19,Maths,1,277,61,Physics,59,Data Structue
91,18,Maths,1,278,87,Physics,85,Data Structue
66,18,Maths,1,279,62,Physics,60,Data Structue
65,19,Maths,2,280,61,Physics,59,Data Structue
45,19,Maths,1,281,41,Physics,39,Data Structue
91,20,Maths,1,282,87,Physics,85,Data Structue
45,21,Maths,1,283,41,Physics,39,Data Structue
53,20,Maths,1,284,49,Physics,47,Data Structue
75,18,Maths,2,285,71,Physics,69,Data Structue
53,18,Maths,1,286,49,Physics,47,Data Structue
95,18,Maths,1,287,91,Physics,89,Data Structue
95,18,Maths,1,288,91,Physics,89,Data Structue
85,19,Maths,1,289,81,Physics,79,Data Structue
91,20,Maths,2,290,87,Physics,85,Data Structue
66,19,Maths,1,291,62,Physics,60,Data Structue
95,20,Maths,1,292,91,Physics,89,Data Structue
88,19,Maths,1,293,84,Physics,82,Data Structue
85,19,Maths,1,294,81,Physics,79,Data Structue
66,18,Maths,2,295,62,Physics,60,Data Structue
95,20,Maths,1,296,91,Physics,89,Data Structue
91,18,Maths,1,297,87,Physics,85,Data Structue
95,20,Maths,1,298,91,Physics,89,Data Structue
85,18,Maths,1,299,81,Physics,79,Data Structue
91,18,Maths,2,300,87,Physics,85,Data Structue
64,19,Maths,1,301,60,Physics,58,Data Structue
53,18,Maths,1,302,49,Physics,47,Data Structue
85,19,Maths,1,303,81,Physics,79,Data Structue
66,21,Maths,1,304,62,Physics,60,Data Structue
53,20,Maths,2,305,49,Physics,47,Data Structue
82,20,Maths,1,306,78,Physics,76,Data Structue
75,18,Maths,1,307,71,Physics,69,Data Structue
75,18,Maths,1,308,71,Physics,69,Data Structue
64,19,Maths,1,309,60,Physics,58,Data Structue
88,19,Maths,2,310,84,Physics,82,Data Structue
91,20,Maths,1,311,87,Physics,85,Data Structue
75,18,Maths,1,312,71,Physics,69,Data Structue
66,21,Maths,1,313,62,Physics,60,Data Structue
82,18,Maths,1,314,78,Physics,76,Data Structue
45,21,Maths,2,315,41,Physics,39,Data Structue
66,19,Maths,1,316,62,Physics,60,Data Structue
66,19,Maths,1,317,62,Physics,60,Data Structue
91,20,Maths,1,318,87,Physics,85,Data Structue
66,19,Maths,1,319,62,Physics,60,Data Structue
75,18,Maths,2,320,71,Physics,69,Data Structue
91,20,Maths,1,321,87,Physics,85,Data Structue
45,18,Maths,1,322,41,Physics,39,Data Structue
75,18,Maths,1,323,71,Physics,69,Data Structue
75,20,Maths,1,324,71,Physics,69,Data Structue
65,21,Maths,2,325,61,Physics,59,Data Structue
66,19,Maths,1,326,62,Physics,60,Data Structue
85,19,Maths,1,327,81,Physics,79,Data Structue
65,21,Maths,1,328,61,Physics,59,Data Structue
95,20,Maths,1,329,91,Physics,89,Data Structue
95,18,Maths,2,330,91,Physics,89,Data Structue
95,18,Maths,1,331,91,Physics,89,Data Structue
53,20,Maths,1,332,49,Physics,47,Data Structue
66,19,Maths,1,333,62,Physics,60,Data Structue
66,18,Maths,1,334,62,Physics,60,Data Structue
53,20,Maths,2,335,49,Physics,47,Data Structue
95,20,Maths,1,336,91,Physics,89,Data Structue
91,20,Maths,1,337,87,Physics,85,Data Structue
65,19,Maths,1,338,61,Physics,59,Data Structue
88,18,Maths,1,339,84,Physics,82,Data Structue
88,21,Maths,2,340,84,Physics,82,Data Structue
65,19,Maths,1,341,61,Physics,59,Data Structue
66,19,Maths,1,342,62,Physics,60,Data Structue
66,21,Maths,1,343,62,Physics,60,Data Structue
45,18,Maths,1,344,41,Physics,39,Data Structue
88,21,Maths,2,345,84,Physics,82,Data Structue
95,20,Maths,1,346,91,Physics,89,Data Structue
66,19,Maths,1,347,62,Physics,60,Data Structue
91,18,Maths,1,348,87,Physics,85,Data Structue
85,19,Maths,1,349,81,Physics,79,Data Structue
65,19,Maths,2,350,61,Physics,59,Data Structue
75,18,Maths,1,351,71,Physics,69,Data Structue
31,18,Maths,1,352,27,Physics,25,Data Structue
65,18,Maths,1,353,61,Physics,59,Data Structue
95,18,Maths,1,354,91,Physics,89,Data Structue
82,20,Maths,2,355,78,Physics,76,Data Structue
82,18,Maths,1,356,78,Physics,76,Data Structue
65,18,Maths,1,357,61,Physics,59,Data Structue
88,21,Maths,1,358,84,Physics,82,Data Structue
75,18,Maths,1,359,71,Physics,69,Data Structue
45,21,Maths,2,360,41,Physics,39,Data Structue
45,18,Maths,1,361,41,Physics,39,Data Structue
75,20,Maths,1,362,71,Physics,69,Data Structue
88,19,Maths,1,363,84,Physics,82,Data Structue
85,19,Maths,1,364,81,Physics,79,Data Structue
66,19,Maths,2,365,62,Physics,60,Data Structue
66,18,Maths,1,366,62,Physics,60,Data Structue
75,20,Maths,1,367,71,Physics,69,Data Structue
75,20,Maths,1,368,71,Physics,69,Data Structue
45,19,Maths,1,369,41,Physics,39,Data Structue
91,20,Maths,2,370,87,Physics,85,Data Structue
91,18,Maths,1,371,87,Physics,85,Data Structue
82,18,Maths,1,372,78,Physics,76,Data Structue
75,20,Maths,1,373,71,Physics,69,Data Structue
91,20,Maths,1,374,87,Physics,85,Data Structue
88,19,Maths,2,375,84,Physics,82,Data Structue
88,21,Maths,1,376,84,Physics,82,Data Structue
66,19,Maths,1,377,62,Physics,60,Data Structue
95,18,Maths,1,378,91,Physics,89,Data Structue
45,18,Maths,1,379,41,Physics,39,Data Structue
53,20,Maths,2,380,49,Physics,47,Data Structue
91,20,Maths,1,381,87,Physics,85,Data Structue
75,18,Maths,1,382,71,Physics,69,Data Structue
66,21,Maths,1,383,62,Physics,60,Data Structue
66,19,Maths,1,384,62,Physics,60,Data Structue
91,20,Maths,2,385,87,Physics,85,Data Structue
85,18,Maths,1,386,81,Physics,79,Data Structue
82,20,Maths,1,387,78,Physics,76,Data Structue
66,19,Maths,1,388,62,Physics,60,Data Structue
75,18,Maths,1,389,71,Physics,69,Data Structue
91,18,Maths,2,390,87,Physics,85,Data Structue
45,19,Maths,1,391,41,Physics,39,Data Structue
0,20,Maths,1,392,78,Physics,76,Data Structue
91,20,Maths,1,393,87,Physics,85,Data Structue
75,18,Maths,1,394,71,Physics,69,Data Structue
82,20,Maths,2,395,78,Physics,76,Data Structue
95,20,Maths,1,396,91,Physics,89,Data Structue
88,19,Maths,1,397,84,Physics,82,Data Structue
65,19,Maths,1,398,61,Physics,59,Data Structue
85,21,Maths,1,399,81,Physics,79,Data Structue
91,18,Maths,2,400,87,Physics,85,Data Structue
91,20,Maths,1,401,87,Physics,85,Data Structue
53,20,Maths,1,402,49,Physics,47,Data Structue
95,20,Maths,1,403,91,Physics,89,Data Structue
95,18,Maths,1,404,91,Physics,89,Data Structue
53,18,Maths,2,405,49,Physics,47,Data Structue
45,19,Maths,1,406,41,Physics,39,Data Structue
75,18,Maths,1,407,71,Physics,69,Data Structue
65,18,Maths,1,408,61,Physics,59,Data Structue
45,19,Maths,1,409,41,Physics,39,Data Structue
82,18,Maths,2,410,78,Physics,76,Data Structue
82,18,Maths,1,411,78,Physics,76,Data Structue
66,19,Maths,1,412,62,Physics,60,Data Structue
65,21,Maths,1,413,61,Physics,59,Data Structue
66,19,Maths,1,414,62,Physics,60,Data Structue
95,18,Maths,2,415,91,Physics,89,Data Structue
45,21,Maths,1,416,41,Physics,39,Data Structue
65,19,Maths,1,417,61,Physics,59,Data Structue
88,19,Maths,1,418,57,Physics,0,Data Structue
65,19,Maths,1,419,61,Physics,59,Data Structue
85,18,Maths,2,420,81,Physics,79,Data Structue
75,18,Maths,1,421,71,Physics,69,Data Structue
82,20,Maths,1,422,78,Physics,76,Data Structue
82,20,Maths,1,423,78,Physics,76,Data Structue
66,21,Maths,1,424,62,Physics,60,Data Structue
85,19,Maths,2,425,81,Physics,79,Data Structue
75,18,Maths,1,426,71,Physics,69,Data Structue
91,20,Maths,1,427,87,Physics,85,Data Structue
